event_id,step_id,choice_id,line_order,speaker_id,text
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_a,1,speaker_abelia,기분 좋다. 부끄럽네.
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_a,2,speaker_narrator,아벨리아는 옷자락을 만지작거렸다.
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_b,0,speaker_abelia,아...그렇구나.
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_b,1,speaker_narrator,옷자락을 만지작 거리던 아벨리아의 손이 멈췄다.
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_c,0,speaker_abelia,그래..?
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,choice_week_004_uncle_pride_c,1,speaker_abelia,직접 말한 적도 없는 것 같은데?
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_a,0,speaker_abelia,잘 들어줘서 고마워요.
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_a,1,speaker_abelia,"그렇게 말해주니까, 좀 가벼워졌어요."
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_a,2,speaker_narrator,아벨리아는 차를 다시 한 모금 마셨다. 잔을 내려놓을 때 손에서 한 단의 힘이 빠졌다.
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_b,0,speaker_abelia,…네.
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_b,1,speaker_abelia,견뎌야 한다는 건 알아요.
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_b,2,speaker_narrator,"아벨리아는 짧게 대답했다. 차를 마시지 않고, 잔만 만지작거렸다."
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_c,0,speaker_abelia,…그래도 돼요?
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_c,1,speaker_abelia,그럼 어떤 일로 둘러대요? 그럴듯하게 해야 하는데.
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,choice_week_005_too_many_classes_c,2,speaker_narrator,아벨리아는 진지하게 어떤 핑계가 가장 자연스러울지 고민하기 시작했다. 표정이 조금 풀어졌다.
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_a,0,speaker_abelia,…천천히요?
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_a,1,speaker_abelia,빨리 찾지 않아도 돼요?
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_a,2,speaker_narrator,아벨리아는 식은 차를 다시 한 모금 마셨다. 차가 식었다는 걸 그제야 알아챈 표정이었다.
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_b,0,speaker_abelia,그래요?
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_b,1,speaker_abelia,다들 그렇다는 게 더 답답한데.
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_b,2,speaker_narrator,"아벨리아는 작게 한숨을 쉬었다. 자기가 한숨을 쉬었다는 걸 들키고 싶지 않은 듯, 곧바로 차를 들었다."
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_c,0,speaker_abelia,단 거요..?
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_c,1,speaker_abelia,효과가 있을까요?
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,choice_week_005_unknown_frustration_c,2,speaker_narrator,아벨리아는 진지하게 응접실의 과자 접시를 들여다봤다.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_a,0,speaker_abelia,…진짜요?
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_a,1,speaker_abelia,그럼 그 사람들 생각만 가지고 갈래요.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_a,2,speaker_narrator,아벨리아는 작게 웃었다. 머리카락이 바람에 살짝 흩어졌다.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_b,0,speaker_abelia,…그렇게 정리하면 편하긴 한데.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_b,1,speaker_abelia,그래도 궁금한 건 어쩔 수 없어요.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_b,2,speaker_narrator,아벨리아는 난간에 손가락을 톡톡 두드렸다. 그 리듬이 일정하지 않았다.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_c,0,speaker_abelia,…계산.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_c,1,speaker_abelia,그럴 줄 알았어요. 그래도 직접 들으니까 좀 다르네요.
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,choice_week_006_ball_thoughts_c,2,speaker_narrator,아벨리아는 난간에서 손을 거두었다. 발코니 안쪽으로 한 발 물러섰다.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_a,0,speaker_abelia,…삼촌 지금 웃었어요?
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_a,1,speaker_abelia,진짜 무섭다니까요. 부리도 엄청 크고.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_a,2,speaker_narrator,아벨리아는 한참 닭의 크기를 손으로 다시 그려보였다.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_b,0,speaker_abelia,네...
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_b,1,speaker_abelia,그저 꿈이라는 거 저도 알아요.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_b,2,speaker_abelia,근데 매일 같은 닭이 나오면 좀 다르잖아요.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_b,3,speaker_narrator,아벨리아는 작게 한숨을 쉬었다. 그 한숨에는 약간의 억울함이 섞여 있었다.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_c,0,speaker_abelia,설마 그 닭이...
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_c,1,speaker_abelia,그 닭 진짜 맛있긴 했는데.
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,choice_week_006_chicken_dream_c,2,speaker_narrator,아벨리아는 잠시 통구이 닭의 크기와 꿈 속 닭의 크기를 비교해보는 것 같았다.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_a,0,speaker_abelia,마음이 힘들었다구요?
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_a,1,speaker_narrator,아벨리아의 목소리가 낮아졌다.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_a,2,speaker_abelia,아빠에게 엄마는 너무나 큰 존재였군요..
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_a,3,speaker_narrator,등불의 심지가 한 번 흔들렸다. 아벨리아는 말을 잇지 못했다.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_b,0,speaker_abelia,…
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_b,1,speaker_abelia,이미 오래 기다렸어.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_b,2,speaker_narrator,아벨리아는 문서를 천천히 덮었다. 덮은 손은 한참 동안 그 위에 머물렀다.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_c,0,speaker_abelia,…지키려고요.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_c,1,speaker_abelia,지킨다는 게 그렇게 모르게 두는 거였구나.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_c,2,speaker_abelia,…그것도 일종의 답이긴 하네요.
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,choice_week_007_untold_story_c,3,speaker_narrator,아벨리아는 등불 가까이 자리를 옮겨 앉았다.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_a,0,speaker_abelia,…그랬구나.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_a,1,speaker_abelia,그 옆에서 웃었다는 거.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_a,2,speaker_abelia,그게 좀 좋네요.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_a,3,speaker_narrator,아벨리아는 가계부를 가슴에 안았다. 한참 그렇게 앉아 있었다.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_b,0,speaker_abelia,…네.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_b,1,speaker_abelia,삼촌은 말해주기 싫은 거예요?
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_b,2,speaker_narrator,아벨리아는 가계부를 책상 위에 다시 올려놓았다. 손은 표지 위에서 한참 동안 떨어지지 않았다.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_c,0,speaker_abelia,…그건 좀 너무하시네요.
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_c,1,speaker_abelia,진짜로 한 번도 안 틀렸어요?
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,choice_week_007_unknown_mother_c,2,speaker_narrator,아벨리아는 진지하게 가계부의 숫자들을 확인하기 시작했다.
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_a,0,speaker_abelia,…제가 잡았어요?
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_a,1,speaker_abelia,그건 기억 안 나는데.
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_a,2,speaker_abelia,"잡길 잘 했네요, 그럼."
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_a,3,speaker_narrator,"아벨리아는 작게 웃었다. 표정을 들키지 않으려는 듯, 시선을 정원으로 돌렸다."
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_b,0,speaker_abelia,…그렇군요.
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_b,1,speaker_abelia,12년 동안 고생하셨어요.
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_c,0,speaker_abelia,…그게 뭐야.
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,choice_week_008_uncle_time_c,1,speaker_abelia,하나도 감동적이지 않네요.
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_a,0,speaker_abelia,…옆에 있어줄 거예요?
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_a,1,speaker_abelia,"고마워요, 삼촌. 힘이 돼요."
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_a,2,speaker_narrator,"아벨리아는 의자 등받이에 천천히 기댔다. 손의 떨림이 완전히 멎은 건 아니었지만, 호흡이 편해졌다."
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_b,0,speaker_abelia,…네.
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_b,1,speaker_abelia,자야 한다는 건 알아요. 안 와서 그렇지.
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_b,2,speaker_narrator,아벨리아는 의자에서 일어나 방으로 가버렸다.
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_c,0,speaker_abelia,"…삼촌, 진짜."
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_c,1,speaker_abelia,그 양을 12년째 우려먹는 거 알아요?
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_c,2,speaker_abelia,…근데 오늘은 좀 도움이 되네요.
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,choice_week_008_sleepless_night_c,3,speaker_narrator,아벨리아는 어이없다는 듯 작게 웃었다. 웃은 다음에 호흡이 한 박자 길어졌다. 손의 떨림은 어느새 멎어 있었다.
