week_id,direction,variant_order,priority,weight,nemo_state,context,interaction_ids,required_flag_ids,blocked_flag_ids
week_003,Innocent,2,1,1,None,마리가 아침부터 웃어주면 기분이 정말 좋아져.,,,
week_003,Innocent,3,1,1,None,오늘 정원에 꽃이 많이 피었을까? 궁금해!,,,
week_003,Clever,1,1,1,None,똑똑하게 굴어야 벨라리우스의 영애답다는 소리를 들을 거야.,,,
week_003,Clever,2,1,1,None,내가 미리 준비하고 있으면 마리도 깜짝 놀라겠지?,,,
week_003,Clever,3,1,1,None,삼촌이 바쁠 때 부탁하면 들어주실지도 몰라. 기회야.,,,
week_003,Curious,1,1,1,None,저 숲 깊은 곳엔 뭐가 있을까? 연기 나는 거 봤는데.,,,
week_003,Curious,2,1,1,None,오늘은 한 번도 안 가본 방에 몰래 들어가 볼까?,,,
week_003,Curious,3,1,1,None,엄마가 아끼던 물건들은 다 어디에 숨겨져 있을까?,,,
week_003,Cautious,1,1,1,None,마리가 알려준 예절을 다시 한 번 떠올려보자. 음…,,,
week_003,Cautious,2,1,1,None,함부로 말하면 안 돼. 백작 영애답게 행동해야지.,,,
week_003,Cautious,3,1,1,None,무엇을 먼저 할지 결정하기 전엔 조심하는 게 좋아.,,,
week_003,Compliant,1,1,1,None,오늘은 그냥 창밖만 보면서 조용히 보낼까 봐.,,,
week_003,Compliant,2,1,1,None,"모두가 나를 걱정하니까, 난 말 잘 듣는 아이가 될래.",,,
week_003,Compliant,3,1,1,None,삼촌이 하지 말라는 곳은 안 갈래. 그게 착한 아이니까.,,,
week_003,Defiant,1,1,1,None,왜 맨날 여기만 있어야 해? 나도 나가고 싶은데!,,,
week_003,Defiant,2,1,1,None,"인사를 예쁘게 하라고? 흥, 난 내 방식대로 할 거야.",,,
week_003,Defiant,3,1,1,None,어른들이 말하는 건 다 재미없어. 내 마음대로 할래.,,,
week_003,Stable,1,1,1,None,삼촌이랑 마리가 옆에 있어서 정말 다행이야.,,,
week_003,Stable,2,1,1,None,아침 공기가 시원해서 기분이 정말 상쾌해!,,,
week_003,Stable,3,1,1,None,포근한 이불이랑 맛있는 차 냄새... 우리 집은 정말 평화롭고 좋아.,,,
week_003,Anxious,1,1,1,None,혹시 내가 실수해서 삼촌이 화내면 어떡하지?,,,
week_003,Anxious,2,1,1,None,아빠 물건들이 자꾸 사라지는 것 같아서 마음이 아파.,,,
week_003,Anxious,3,1,1,None,나만 혼자 두고 다들 멀리 가버리면 어쩌지?,,,
,,,,,,,,,
week_004,Innocent,1,1,1,None,"삼촌이 선물해준 리본 하면, 나 세상에서 제일 예쁠걸?",,,
week_004,Innocent,2,1,1,None,세상에서 삼촌이 제일 좋아! 꼭 말 하고 싶었어.,,,
week_004,Innocent,3,1,1,None,어제 꿈에 삼촌이랑 구름 위를 산책했어. 진짜였으면 좋겠다!,,,
week_004,Clever,1,1,1,None,상황에 맞춰서 웃어주는 건 백작 영애의 당연한 기술이야.,,,
week_004,Clever,2,1,1,None,후작가 축제에 가면 삼촌 옆에서 가장 품위 있게 행동할 거야. 가문을 위해서!,,,
week_004,Clever,3,1,1,None,누가 우리 가문에 우호적인지 이번 축제에서 똑똑히 봐둬야지.,,,
week_004,Curious,1,1,1,None,분수가 다시 흐르면 소원 동전 던질 거야. 삼촌 소원도 같이!,,,
week_004,Curious,2,1,1,None,리안은 왜 후작가를 잘 아는 걸까? 뭔가 숨기는 게 있는 것 같아.,,,
week_004,Curious,3,1,1,None,세상에서 제일 먼 곳은 어디야? 삼촌이랑 같이 가보고 싶어!,,,
week_004,Cautious,1,1,1,None,낯선 사람들이 말을 걸면 삼촌이 가르쳐준 대로 대답해야지.,,,
week_004,Cautious,2,1,1,None,예복이 구겨지면 삼촌이 속상해하겠지? 조심조심 앉아야지.,,,
week_004,Cautious,3,1,1,None,삼촌 걱정 안 끼치게 오늘 예법 수업은 하나도 안 틀릴 거야.,,,
week_004,Compliant,1,1,1,None,마리가 입혀주는 옷이 제일 예뻐. 삼촌도 예쁘다고 해줬잖아!,,,
week_004,Compliant,2,1,1,None,오늘은 삼촌 옆에서 한 발짝도 안 떨어지고 착하게 지낼래.,,,
week_004,Compliant,3,1,1,None,정해진 일정대로 움직이는 게 모두를 편하게 만드는 길이야.,,,
week_004,Defiant,1,1,1,None,"삼촌, 나도 이제 열 살인데! 언제까지 아기 취급할 거야?",,,
week_004,Defiant,2,1,1,None,내 마음대로 할 수 있는 게 하나쯤은 있었으면 좋겠어. 정말.,,,
week_004,Defiant,3,1,1,None,가끔은 삼촌 몰래 엄청 큰 사고를 쳐버릴까 봐.,,,
week_004,Stable,1,1,1,None,오늘 날씨가 너무 좋아! 삼촌이랑 정원 산책하고 싶다!,,,
week_004,Stable,2,1,1,None,난 벨라리우스의 후계자야. 어디서든 당당하게 행동할 수 있어.,,,
week_004,Stable,3,1,1,None,거울 속 내 모습이 이제 제법 의젓해 보여서 마음에 들어.,,,
week_004,Anxious,1,1,1,None,축제에서 사람들이 나만 쳐다보면 어떡하지? 숨이 막힐 것 같아.,,,
week_004,Anxious,2,1,1,None,나만 빼고 어른들끼리 비밀 이야기를 하는 것 같아 불안해.,,,
week_004,Anxious,3,1,1,None,내가 백작 영애답지 못해서 삼촌이 실망하면 어쩌지? 무서워.,,,
,,,,,,,,,
week_005,Innocent,1,1,1,None,새 드레스를 입으면 정말 동화 속 공주님이 될 것 같아요!,,,
week_005,Innocent,2,1,1,None,정원의 꽃들도 저처럼 무도회를 기다리고 있을까요?,,,
week_005,Innocent,3,1,1,None,삼촌 눈에도 제가 이제 제법 어른 같아 보이나요? 궁금해요.,,,
week_005,Clever,1,1,1,None,무도회 명단에 있는 분들의 특징을 미리 외워두는 게 좋겠어요.,,,
week_005,Clever,2,1,1,None,제가 삼촌의 든든한 조력자가 될 수 있게 더 노력할게요.,,,
week_005,Clever,3,1,1,None,"상황이 복잡해질수록, 저는 더 차분하게 제 자리를 지키려고 해요.",,,
week_005,Curious,1,1,1,None,"어른들이 나누는 비밀 이야기, 저도 이제 알 권리가 있어요.",,,
week_005,Curious,2,1,1,None,가끔은 금지된 곳일수록 더 가보고 싶어지는 제 마음이 저도 당황스러워요.,,,
week_005,Curious,3,1,1,None,무도회에는 얼마나 신기하고 멋진 분들이 많이 올까요?,,,
week_005,Cautious,1,1,1,None,섣부른 호기심은 가끔 위험을 부른다는 걸 잊지 않을게요.,,,
week_005,Cautious,2,1,1,None,벨라리우스의 이름에 흠이 가지 않도록 늘 깨어 있을게요.,,,
week_005,Cautious,3,1,1,None,말을 내뱉기 전에 삼촌의 가르침을 한 번 더 떠올려요.,,,
week_005,Compliant,1,1,1,None,삼촌이 정해주신 일정대로 움직이는 게 가장 마음 편해요.,,,
week_005,Compliant,2,1,1,None,착한 조카로 남는 것이 제가 삼촌께 드릴 수 있는 선물이죠.,,,
week_005,Compliant,3,1,1,None,정해진 규칙을 따를 때 제가 가장 빛난다는 걸 알아요.,,,
week_005,Defiant,1,1,1,None,꼭 정해진 대로만 살아야 하나요? 가끔은 숨이 막혀요.,,,
week_005,Defiant,2,1,1,None,"삼촌이 정해주신 길 말고, 제가 직접 선택해보고 싶어요.",,,
week_005,Defiant,3,1,1,None,왜 저는 제가 입고 싶은 옷도 마음대로 못 입나요?,,,
week_005,Stable,1,1,1,None,어떤 일이 생겨도 삼촌이랑 함께라면 다 해결될 거예요.,,,
week_005,Stable,2,1,1,None,거울 속의 제가 어제보다 조금 더 어른스러워진 것 같아 기뻐요.,,,
week_005,Stable,3,1,1,None,삼촌이 곁에 계셔서 그런지 오늘 아침은 유난히 마음이 평온해요.,,,
week_005,Anxious,1,1,1,None,무도회에서 제가 실수해서 삼촌을 곤란하게 하면 어쩌죠?,,,
week_005,Anxious,2,1,1,None,가끔은 제가 가문의 무게를 감당하지 못할까 봐 겁이 나요.,,,
week_005,Anxious,3,1,1,None,삼촌마저 제 곁을 떠나버리시면 저는 어떻게 해야 할까요?,,,
,,,,,,,,,
week_006,Innocent,1,1,1,None,오늘도 삼촌이 제 미소를 보고 기운을 내셨으면 좋겠어요.,,,
week_006,Innocent,2,1,1,None,착한 마음으로 정성껏 대하면 모두가 행복해지겠죠?,,,
week_006,Innocent,3,1,1,None,오늘 아침 정원에 내린 안개가 꼭 레이스 장식 같아요.,,,
week_006,Clever,1,1,1,None,예법은 단순한 예의가 아니라 나를 지키는 가장 단단한 갑옷이죠.,,,
week_006,Clever,2,1,1,None,가끔은 침묵하는 것이 백 마디 말보다 더 큰 힘을 가지기도 하죠.,,,
week_006,Clever,3,1,1,None,상황이 변할수록 더 차분하게 제 중심을 잡으려고 노력해요.,,,
week_006,Curious,1,1,1,None,무도회 너머의 사교계는 정말 책에서 보던 것만큼 화려할까요?,,,
week_006,Curious,2,1,1,None,숲 안쪽에 숨겨진 비밀 통로... 정말 사냥지기 할아버지만 아는 걸까요?,,,
week_006,Curious,3,1,1,None,지하실 문틈으로 새어 나오는 차가운 기운이 자꾸 신경 쓰여요.,,,
week_006,Cautious,1,1,1,None,벨라리우스의 이름에 부끄럽지 않도록 매 순간을 조심하고 있어요.,,,
week_006,Cautious,2,1,1,None,중요한 순간일수록 서두르지 않는 것이 가장 빠른 길이라 믿어요.,,,
week_006,Cautious,3,1,1,None,섣부른 움직임이 오해를 부를 수 있으니 항상 주의해야죠.,,,
week_006,Compliant,1,1,1,None,주어진 역할에 최선을 다하는 것이 삼촌을 향한 제 보답이에요.,,,
week_006,Compliant,2,1,1,None,삼촌이 정해주신 일정에 따르는 것이 저에게는 가장 큰 안식이에요.,,,
week_006,Compliant,3,1,1,None,오늘도 삼촌 옆에서 얌전하고 기품 있는 조카로 남고 싶어요.,,,
week_006,Defiant,1,1,1,None,삼촌이 정해주신 정답이 제게도 정답일 거라곤 생각하지 마세요.,,,
week_006,Defiant,2,1,1,None,언제까지 저를 어린애 취급하며 이 저택에 가두어두실 생각인가요?,,,
week_006,Defiant,3,1,1,None,착한 조카 노릇은 이제 지겨워요. 저도 제 마음대로 살고 싶다고요.,,,
week_006,Stable,1,1,1,None,어떤 파도가 밀려와도 삼촌과 함께라면 잘 넘길 수 있어요.,,,
week_006,Stable,2,1,1,None,벨라리우스의 무게를 즐길 수 있을 만큼 저도 단단해졌어요.,,,
week_006,Stable,3,1,1,None,주변의 소란스러움보다 제 안의 고요함이 더 커서 평온해요.,,,
week_006,Anxious,1,1,1,None,사교계 사람들이 저를 보고 실망하면 어쩌죠? 숨이 막혀요…,,,
week_006,Anxious,2,1,1,None,삼촌의 뒷모습이 전보다 조금 더 멀게 느껴지는 건... 제 착각이겠죠?,,,
week_006,Anxious,3,1,1,None,삼촌마저 언젠가 절 떠나버리실까 봐 자꾸만 손 끝이 떨려요.,,,
,,,,,,,,,
week_007,Innocent,1,1,1,None,세상은 여전히 따뜻한 진심으로 가득 차 있다고 믿어도 되는 거겠죠?,,,
week_007,Innocent,2,1,1,None,사람들의 진심은 언제나 투명한 유리처럼 맑을 거라고 믿고 싶어요.,,,
week_007,Innocent,3,1,1,None,이 넓은 저택이 온통 삼촌의 사랑으로 가득 차 있는 기분이 들어 따뜻해요.,,,
week_007,Clever,1,1,1,None,"누가 진심으로 우리를 돕고 있는지, 장부를 보면 그 속내를 알 수 있을 거예요.",,,
week_007,Clever,2,1,1,None,삼촌의 어깨를 조금이라도 가볍게 해드릴 수 있는 영리한 후계자가 될게요.,,,
week_007,Clever,3,1,1,None,숫자 뒤에 숨겨진 가문의 현실을 이제는 제가 직접 마주해야 할 때예요.,,,
week_007,Curious,1,1,1,None,밤마다 숲을 찾아오는 이름 없는 말발굽 소리는 어디에서 오는 걸까요?,,,
week_007,Curious,2,1,1,None,성인식 이후에 펼쳐질 제 삶은 어떤 풍경일지 궁금하고 설레요.,,,
week_007,Curious,3,1,1,None,숲 안쪽에서 이따금씩 비치는 정체 모를 불빛의 근원을 꼭 확인해보고 싶네요.,,,
week_007,Cautious,1,1,1,None,말 한마디가 가문의 자산이 되고 무게가 된다는 걸 잊지 않고 신중할게요.,,,
week_007,Cautious,2,1,1,None,호의를 베푸는 사람의 손에 날카로운 칼날이 숨겨져 있지는 않은지 조심할게요.,,,
week_007,Cautious,3,1,1,None,중요한 결정을 내리기 전에는 반드시 그 이면을 한 번 더 살피려 해요.,,,
week_007,Compliant,1,1,1,None,주어진 운명에 순응하고 벨라리우스의 기둥이 되는 것이 제 소명이라 믿어요.,,,
week_007,Compliant,2,1,1,None,삼촌이 허락하지 않으신 구역은 아무리 궁금해도 결코 발을 들이지 않을게요.,,,
week_007,Compliant,3,1,1,None,정해진 틀 안에서 제가 할 수 있는 최선을 다하는 것이 삼촌을 향한 보답이죠.,,,
week_007,Defiant,1,1,1,None,보호라는 이름으로 저를 가두기만 하신다면 저는 어떻게 스스로 서겠어요?,,,
week_007,Defiant,2,1,1,None,벨라리우스의 이름이 제 날개를 꺾는 족쇄처럼 느껴져서 숨이 막힐 것 같아요.,,,
week_007,Defiant,3,1,1,None,시키는 대로만 하는 인형 같은 후계자로 남고 싶지는 않아요. 절대.,,,
week_007,Stable,1,1,1,None,"삼촌이 제 곁을 지켜주시는 한, 저는 어떤 미래도 두렵지 않고 평온해요.",,,
week_007,Stable,2,1,1,None,"성인식을 앞둔 지금, 그 어느 때보다 제 안의 중심이 굳건하게 잡혀 있어요.",,,
week_007,Stable,3,1,1,None,어떤 풍파가 닥쳐도 벨라리우스는 무너지지 않을 거라는 확신이 들어요.,,,
week_007,Anxious,1,1,1,None,사람들의 차가운 시선이 제 성인식을 비웃음으로 채울까 봐 자꾸만 위축돼요.,,,
week_007,Anxious,2,1,1,None,"삼촌마저 언젠가 저를 떠나버리신다면, 저는 대체 어디에 의지해야 할까요?",,,
week_007,Anxious,3,1,1,None,제가 내린 작은 결정 하나가 가문을 무너뜨릴지도 모른다는 생각에 손이 떨려요.,,,
,,,,,,,,,
week_008,Innocent,1,1,1,None,세상은 아직 제가 모르는 눈부신 일들로 가득 차 있을 것만 같아요.,,,
week_008,Innocent,2,1,1,None,삼촌과 함께 걷는 이 길이 영원히 따뜻한 봄날 같았으면 좋겠어요.,,,
week_008,Innocent,3,1,1,None,"성인식이 끝나면, 더 많은 사람에게 사랑을 나누어주는 가주가 되고 싶어요.",,,
week_008,Clever,1,1,1,None,사교계는 거대한 체스판 같아요. 제가 어디에 서야 할지 명확히 보여요.,,,
week_008,Clever,2,1,1,None,"벨라리우스를 지키기 위해, 저 또한 가장 영리한 가주가 되어야만 해요.",,,
week_008,Clever,3,1,1,None,"축하 인사의 무게를 보면, 그들이 우리 가문에 무엇을 원하는지 알 수 있죠.",,,
week_008,Curious,1,1,1,None,성인식 이후에 마주할 제 삶은 지금과는 얼마나 다른 풍경일지 기대돼요.,,,
week_008,Curious,2,1,1,None,아빠가 서재에서 홀로 보냈던 시간들은 대체 어땠을지 늘 궁금했어요.,,,
week_008,Curious,3,1,1,None,저택 복도의 초상화들이 자꾸 저를 쳐다보는 기분이 들어요.,,,
week_008,Cautious,1,1,1,None,"결정은 차갑게, 행동은 정중하게. 삼촌의 가르침을 잊지 않고 있어요.",,,
week_008,Cautious,2,1,1,None,성인식 날 벌어질 수 있는 변수들을 머릿속으로 수만 번은 그려본 것 같아요.,,,
week_008,Cautious,3,1,1,None,낯선 이의 과한 칭찬 앞에서는 항상 한 걸음 물러나 생각하는 법을 익혔죠.,,,
week_008,Compliant,1,1,1,None,"삼촌이 허락하신 범위 안에서, 가장 완벽한 백작 영애의 모습을 보여드릴게요.",,,
week_008,Compliant,2,1,1,None,저보다 가문의 안정이 먼저라는 사실을 이제는 기쁘게 받아들이고 있어요.,,,
week_008,Compliant,3,1,1,None,삼촌의 지시 아래 있을 때 비로소 제가 완성되는 것 같은 안도감이 들어요.,,,
week_008,Defiant,1,1,1,None,"가문의 이익이라는 명분 아래, 제가 희생되는 건 이제 참지 않겠어요.",,,
week_008,Defiant,2,1,1,None,"삼촌이 정해준 길이 정말 저를 위한 길인지, 이제는 의문이 들기 시작해요.",,,
week_008,Defiant,3,1,1,None,누가 정했는지도 모르는 예법들이 가끔은 제 숨통을 조이는 것 같아요.,,,
week_008,Stable,1,1,1,None,삼촌이 곁에 계셔주신 시간들이 저를 이토록 단단하게 만들어주었나 봐요.,,,
week_008,Stable,2,1,1,None,"어떤 시련이 닥쳐도 무너지지 않을게요, 아빠",,,
week_008,Stable,3,1,1,None,"가문의 무게를 기꺼이 짊어질 수 있을 만큼, 제 마음은 이미 성숙해졌어요.",,,
week_008,Anxious,1,1,1,None,내일이 오지 않았으면 좋겠어요. 가문의 무게가 제 어깨를 짓누르는 기분이에요.,,,
week_008,Anxious,2,1,1,None,제가 백작가의 가주로서 자격이 없는 건 아닐까 자꾸만 가슴이 떨려요.,,,
week_008,Anxious,3,1,1,None,"성인식이 끝나고 삼촌이 제 곁을 떠나버리시면, 전 어떡해야 하죠?",,,
,,,,,,,,,
week_009,Innocent,1,1,1,None,벨라리우스의 이름이 온 세상에 아름답게 퍼지길 기도해요.,,,
week_009,Innocent,2,1,1,None,"삼촌, 저 오늘 정말 예쁘게 웃으며 나갈게요!",,,
week_009,Innocent,3,1,1,None,세상은 여전히 제게 다정한 이야기들을 들려줄 것만 같아요.,,,
week_009,Clever,1,1,1,None,"누가 저의 진정한 조력자인지, 오늘 눈빛만으로 파악해내겠어요.",,,
week_009,Clever,2,1,1,None,벨라리우스의 가주는 영리해야 한다는 삼촌의 말을 증명할게요.,,,
week_009,Clever,3,1,1,None,"가문의 위상을 드높일 기회는 바로 오늘, 이 순간에 있겠죠.",,,
week_009,Curious,1,1,1,None,"성인이 된다는 건, 어른들의 비밀을 공유하게 된다는 뜻이겠죠?",,,
week_009,Curious,2,1,1,None,오늘 이후로 삼촌의 눈에 비친 제 모습은 어떻게 달라져 있을까요?,,,
week_009,Curious,3,1,1,None,이 왕관의 무게를 견딘 선조들은 어떤 풍경을 보며 잠드셨을까요?,,,
week_009,Cautious,1,1,1,None,인장 반지를 쥐는 손끝에 단 한 치의 떨림도 허용해서는 안 되겠지요.,,,
week_009,Cautious,2,1,1,None,축하의 말들 사이에서 섣부른 약속을 하지 않도록 조심해야죠.,,,
week_009,Cautious,3,1,1,None,가장 화려한 순간일수록 가장 차가운 이성을 유지하는 법을 잊지 않을게요.,,,
week_009,Compliant,1,1,1,None,어떤 명령이라도 삼촌의 입에서 나온 것이라면 전 절대 의심하지 않아요.,,,
week_009,Compliant,2,1,1,None,전 오직 이 가문을 지탱하기 위한 도구일 뿐이에요. 시키는 대로만 할게요.,,,
week_009,Compliant,3,1,1,None,"벨라리우스의 이름으로 살라 하시면, 제 숨결조차 가문의 것이라 믿겠어요.",,,
week_009,Defiant,1,1,1,None,웃으며 다가오는 저 늑대들에게 백작가가 만만한 사냥감이 아님을 보여주겠어요.,,,
week_009,Defiant,2,1,1,None,"오늘 제가 서약대에 오르는 건, 그들의 꼭두각시가 되기 위해서가 아니에요.",,,
week_009,Defiant,3,1,1,None,가문을 위협하는 모든 시선으로부터 벨라리우스를 지키기 위해서라면 무엇이든 하겠어요.,,,
week_009,Stable,1,1,1,None,어떤 혼란이 닥쳐도 제 안의 평정심은 깊은 호수처럼 고요할 뿐이에요.,,,
week_009,Stable,2,1,1,None,폭풍이 몰아쳐도 제 뿌리는 흔들리지 않아요. 저는 준비를 마쳤거든요.,,,
week_009,Stable,3,1,1,None,아빠의 성을 잇는다는 것이 이제는 두려움이 아닌 긍지로 느껴져요.,,,
week_009,Anxious,1,1,1,None,모든 것이 무너져 내려요… 성인식이 끝난 뒤에 남는 게 폐허뿐이면 어떡해요?,,,
week_009,Anxious,2,1,1,None,심장 소리가 너무 커서 제 귀를 찢어놓을 것 같아요. 제발 누가 좀 멈춰줘요.,,,
week_009,Anxious,3,1,1,None,저는 가짜예요… 이 화려한 옷 아래에는 겁쟁이 어린애밖에 없다고요!,,,
